FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q603556,https://www.wikidata.org/wiki/Q603556,Kurigalzu,118,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kurigalzu I,Kurigalzu,276,Kurigalzu I,Q603556,http://www.wikidata.org/entity/Q603556,Kurigalzu I,-1500-01-01T00:00:00Z,-1374-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q521577,https://www.wikidata.org/wiki/Q521577,Kurigalzu2,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Kurigalzu II,Kurigalzu2,520,Kurigalzu II,Q521577,http://www.wikidata.org/entity/Q521577,Kurigalzu II,-1400-01-01T00:00:00Z,-1400-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Kutir-Nahhunte2,0,,,,,Disambiguation needed,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q972284,,Kutir-Nahhunte I,https://www.wikidata.org/wiki/Q323908,Kutir-Nahhunte III,https://www.wikidata.org/wiki/Q885591,Kutir-Nahhunte IV,,,,Kutir-Nahhunte2,280,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,La-arab,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/462083 | https://cdli.mpiwg-berlin.mpg.de/artifacts/216816,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,La-arab,320,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lilul-dan,3,,https://cdli.mpiwg-berlin.mpg.de/artifacts/462079 | https://cdli.mpiwg-berlin.mpg.de/artifacts/216436 | https://cdli.mpiwg-berlin.mpg.de/artifacts/216437,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lilul-dan,252,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q664524,https://www.wikidata.org/wiki/Q664524,Lipit-Enlil,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lipit-Enlil,Lipit-Enlil,372,Lipit-Enlil,Q664524,http://www.wikidata.org/entity/Q664524,Lipit-Enlil,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1076870,https://www.wikidata.org/wiki/Q1076870,Lipit-Ishtar,382,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lipit-Ishtar,Lipit-Ishtar,484,Lipit-Ishtar,Q1076870,http://www.wikidata.org/entity/Q1076870,Lipit-Ishtar,,,,,,,,,,,,,Q6581097,,,,,,,,,,193,Lipit-Eštar,,,,Q13649246,,,,,,,"Lipit-Eštar: ""193"",",169,RIME 4,4.1.5,47,Lipit-Eštar,2,ISIN,,,,Q1076870,,,,Lipit-Estar E4.1.5 / 47,4.1.5 / 47
,Q16672228,,Lu-Baba,4,,https://cdli.mpiwg-berlin.mpg.de/artifacts/217711 | https://cdli.mpiwg-berlin.mpg.de/artifacts/216964 | https://cdli.mpiwg-berlin.mpg.de/artifacts/217744 | https://cdli.mpiwg-berlin.mpg.de/artifacts/217750,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,Lu-Bau,Lu-Baba,287,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lu-saga,7,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lu-saga,419,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,17,Lusaga,,,,Q13649246,,,,,,,"Lusaga: ""17"",",123,RIME 2,2.15.1,300,Lu-saga,2,UR,,,,,,Lu-saga,7x,Lu-saga E2.15.1 / 300,2.15.1 / 300
,,,Lu-Utu,15,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lu-Utu,290,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,9,Lu-Utu,,,,Q13649246,,,,,,,"Lu-Utu: ""9"",",110,RIME 2,2.11.6,264,Lu-Utu,1,UMMA,,,,,,,15x,Lu-Utu E2.11.6 / 264,2.11.6 / 264
,,,Lugal-ana-mundu,1,,https://cdli.mpiwg-berlin.mpg.de/artifacts/450160,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal-ana-mundu,417,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lugal-anatuma,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/216739 | https://cdli.mpiwg-berlin.mpg.de/artifacts/462103,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal-anatuma,309,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,161,Lugal-anatuma,,,,Q13649246,,,,,,,"Lugal-anatuma: ""161"",",113,RIME 2,2.11.13,268,Lugal-ana-tuma,1,UMMA,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/216739 | https://cdli.mpiwg-berlin.mpg.de/artifacts/462103,Lugal-anatuma,,Lugal-ana-tuma E2.11.13 / 268,2.11.13 / 268
,,,Lugal-gesh,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/217535 | https://cdli.mpiwg-berlin.mpg.de/artifacts/462095,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal-gesh,257,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,151,Lugalgiš,,,,Q13649246,,,,,,,"Lugalgiš: ""151"",",103,RIME 2,2.9.2,254,Lugal-gis,2,ADAB,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/217535 | https://cdli.mpiwg-berlin.mpg.de/artifacts/462095,Lugal-gesh,,Lugal-gis E2.9.2 / 254,2.9.2 / 254
,,,Lugal-nizu,8,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal-nizu,18,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,7,Lugal-nigzu,,,,Q13649246,,,,,,,"Lugal-nigzu: ""7"",",98,RIME 2,2.6.2,244,Lugal-nizu,2,NIPPUR,,,,,,Lugal-nizu,8x,Lugal-nizu E2.6.2 / 244,2.6.2 / 244
,,,Lugal-UD,4,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal-UD,69,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,87,LUGAL-UD,,,,Q13649246,,,,,,,"LUGAL-UD: ""87"",",13,RIME 1,1.7.41,61,LUGAL-UD,1,KIS,,,,,,Lugal-UD,4x,LUGAL-UD E1.7.41 / 61,1.7.41 / 61
,,,Lugal—,18,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugal—,536,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1876002,https://www.wikidata.org/wiki/Q1876002,Lugalanda,852,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lugalanda,Lugalanda,206,Lugalanda,Q1876002,http://www.wikidata.org/entity/Q1876002,Lugalanda,-2400-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/bc1ed3adbba2e396b248f334176a7ad3,,,,,,,,,,,Q6581097,,,,,,,,,,57,Lugal-Anda,,Q1876002,,Q13649246,,,,,,,"Lugal-Anda: ""57"",",26,RIME 1,1.9.8,241,Lugal-Anda,1,LAGAŠ,,,,Q1876002,,,,Lugal-Anda E1.9.8 / 241,1.9.8 / 241
,Q16672258,,Lugaldalu,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugaldalu,449,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,71,Lugalda-lu,,Q16672258,,Q13649246,,,,,,,"Lugalda-lu: ""71"",",4,RIME 1,1.1.4,23,Lugalda-lu,1,ADAB,,,,Q16672258,,,,Lugalda-lu E1.1.4 / 23,1.1.4 / 23
,Q19295117,,Lugalkigenedudu,46,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugalkigenedudu,284,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,125,Lugal-kigine-dudu,,Q19295117,,Q13649246,,,,,,,"Lugal-kigine-dudu: ""125"",",66,RIME 1,1.14.14,413,Lugal-kigine-dudu,1,URUK,,,,Q19295117,,Lugalkigenedudu,46x,Lugal-kiœine-dudu E1.14.14 / 413,1.14.14 / 413
,Q95724875,,Lugalkisalsi,20,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugalkisalsi,147,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,127,Lugal-KISAL-si,,Q95724875,,Q13649246,,,,,,,"Lugal-KISAL-si: ""127"",",67,RIME 1,1.14.15,421,Lugal-KISAL-si,1,URUK,,,,Q95724875,,Lugalkisalsi,20x,Lugal-KISAL-si E1.14.15 / 421,1.14.15 / 421
,,,Lugaltar,6,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugaltar,96,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,275,Lugal-[SILA],,,,Q13649246,,,,,,,"Lugal-[SILA]: ""275"",",71,RIME 1,1.14.21,439,Lugal-[SILA],1,URUK,,,,,disambiguation needed,Lugaltar,6x,Lugal-[SILA] E1.14.21 / 439,1.14.21 / 439
,,,Lugaltarsi,4,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugaltarsi,349,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,85,Lugal-SILA-si,,,,Q13649246,,,,,,,"Lugal-SILA-si: ""85"",",65,RIME 1,1.14.13,411,Lugal-SILA-si,1,URUK,,,,,,Lugaltarsi,4x,Lugal-SILA-si E1.14.13 / 411,1.14.13 / 411
,Q89461961,https://www.wikidata.org/wiki/Q89461961,Lugalušumgal,1,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Lugalušumgal,303,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,11,Lugal-ušumgal,,Q89461961,https://www.wikidata.org/wiki/Q89461961,Q13649246,,,,,,,"Lugal-ušumgal: ""11"",",114,RIME 2,2.12.4,270,Lugal-ušumgal,2,LAGAŠ,,,,Q89461961,,Lugalušumgal,,Lugal-usumgal E2.12.4 / 270,2.12.4 / 270
,Q316241,https://www.wikidata.org/wiki/Q316241,Lugalzagesi,105,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lugal-zage-si,Lugalzagesi,231,Lugal-zage-si,Q316241,http://www.wikidata.org/entity/Q316241,Lugal-zage-si,-2358-01-01T00:00:00Z,-2334-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q116,monarch,http://www.wikidata.org/entity/Q132050,governor,,,Q6581097,,,,,,,,,,129,Lugal-zage-si,,Q316241,,Q13649246,,,,,,,"Lugal-zage-si: ""129"",",53,RIME 1,1.12.7,375,Lugal-zage-si,1,GISA AND UMMA,,,,Q316241,disambiguation needed,,disambiguation needed,Lugal-zage-si E1.12.7 / 375,1.12.7 / 375
,Q16672229,https://www.wikidata.org/wiki/Q16672229,Lugula,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lugula,Lugula,384,Lugula,Q16672229,http://www.wikidata.org/entity/Q16672229,Lugula,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lumma,9,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Lumma,Lumma,158,Eannatum,Q352544,http://www.wikidata.org/entity/Q352544,Eannatum,-2500-01-01T00:00:00Z,-2424-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,73,LUM-ma,,,,Q13649246,,,,,,,"LUM-ma: ""73"",",5,RIME 1,1.1.5,25,LUM-ma,1,ADAB,,,,,,Lumma,9x,LUM-ma E1.1.5 / 25,1.1.5 / 25
,,,Manabakte-el,0,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Manabakte-el,165,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Manabalte-el,23,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Manabalte-el,402,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q61054,https://www.wikidata.org/wiki/Q61054,Manishtushu,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Manishtushu,Manishtushu,224,Manishtushu,Q61054,http://www.wikidata.org/entity/Q61054,Manishtushu,http://www.wikidata.org/.well-known/genid/5965aeed5b350be441647221ff83dad0,-2254-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,5,Maništušu,,Q61054,https://www.wikidata.org/wiki/Q61054,Q13649246,,,,,,,"Maništušu: ""5"",",78,RIME 2,2.1.3,74,Man-ištušu,1,AKKAD,,,,Q61054,,,,Man-istusu E2.1.3 / 74,2.1.3 / 74
,Q61054,https://www.wikidata.org/wiki/Q61054,Manishtusu,29,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Manishtushu,Manishtusu,4,Manishtushu,Q61054,http://www.wikidata.org/entity/Q61054,Manishtushu,http://www.wikidata.org/.well-known/genid/5965aeed5b350be441647221ff83dad0,-2254-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,5,Maništušu,,Q61054,https://www.wikidata.org/wiki/Q61054,Q13649246,,,,,,,"Maništušu: ""5"",",78,RIME 2,2.1.3,74,Man-ištušu,1,AKKAD,,,,Q61054,,,,Man-istusu E2.1.3 / 74,2.1.3 / 74
,,,Manium,1,,https://cdli.mpiwg-berlin.mpg.de/artifacts/269406,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Manium,364,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2997566,https://www.wikidata.org/wiki/Q2997566,Mar-biti-apla-usur,8,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Mar-biti-apla-usur,Mar-biti-apla-usur,275,Mar-biti-apla-usur,Q2997566,http://www.wikidata.org/entity/Q2997566,Mar-biti-apla-usur,-1100-01-01T00:00:00Z,-1000-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q708745,https://www.wikidata.org/wiki/Q708745,Marduk-apla-iddina,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-apla-iddina I,Marduk-apla-iddina,434,Marduk-apla-iddina I,Q708745,http://www.wikidata.org/entity/Q708745,Marduk-apla-iddina I,-1300-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q356505,https://www.wikidata.org/wiki/Q356505,Marduk-apla-iddina2,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-apla-iddina II,Marduk-apla-iddina2,199,Marduk-apla-iddina II,Q356505,http://www.wikidata.org/entity/Q356505,Marduk-apla-iddina II,-0800-01-01T00:00:00Z,-0760-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q887294,https://www.wikidata.org/wiki/Q887294,Marduk-nadin-ahhe,19,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-nadin-ahhe,Marduk-nadin-ahhe,390,Marduk-nadin-ahhe,Q887294,http://www.wikidata.org/entity/Q887294,Marduk-nadin-ahhe,-1150-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/27aca14d2edf4374afcc7f61342de36c,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q887294,https://www.wikidata.org/wiki/Q887294,Marduk-nadin-ahhi,1,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-nadin-ahhe,Marduk-nadin-ahhi,375,Marduk-nadin-ahhe,Q887294,http://www.wikidata.org/entity/Q887294,Marduk-nadin-ahhe,-1150-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/27aca14d2edf4374afcc7f61342de36c,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2641728,https://www.wikidata.org/wiki/Q2641728,Marduk-shapik-zer-mati,1,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-shapik-zeri,Marduk-shapik-zer-mati,126,Marduk-shapik-zeri,Q2641728,http://www.wikidata.org/entity/Q2641728,Marduk-shapik-zeri,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2641728,https://www.wikidata.org/wiki/Q2641728,Marduk-shapik-zeri,8,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-shapik-zeri,Marduk-shapik-zeri,134,Marduk-shapik-zeri,Q2641728,http://www.wikidata.org/entity/Q2641728,Marduk-shapik-zeri,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2715734,https://www.wikidata.org/wiki/Q2715734,Marduk-zakir-shumi,6,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-zakir-shumi I,Marduk-zakir-shumi,245,Marduk-zakir-shumi I,Q2715734,http://www.wikidata.org/entity/Q2715734,Marduk-zakir-shumi I,-0850-01-01T00:00:00Z,-0900-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mashirum,2,,https://cdli.mpiwg-berlin.mpg.de/artifacts/225870 | https://cdli.mpiwg-berlin.mpg.de/artifacts/464251,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Mashirum,122,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,2,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,MB,139,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q379891,https://www.wikidata.org/wiki/Q379891,Mebaragesi,4,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Enmebaragesi,Mebaragesi,33,Enmebaragesi,Q379891,http://www.wikidata.org/entity/Q379891,Enmebaragesi,-2650-01-01T00:00:00Z,-2679-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,77,EN.ME-barage-si,,,,Q13649246,,,,,,,"EN.ME-barage-si: ""77"",",11,RIME 1,1.7.22,55,EN.ME-barage-si,1,KIS,,,,,,,,EN.ME-barage-si E1.7.22 / 55,1.7.22 / 55
,,,Medurba,3,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Medurba,183,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Meli-Shipak,2,y,disambiguation needed,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Meli-Shipak,68,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q723181,https://www.wikidata.org/wiki/Q723181,Meli-Shipak2,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Meli-Shipak II,Meli-Shipak2,119,Meli-Shipak II,Q723181,http://www.wikidata.org/entity/Q723181,Meli-Shipak II,-1300-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q723181,https://www.wikidata.org/wiki/Q723181,Meli-shipk2,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Meli-Shipak II,Meli-shipk2,415,Meli-Shipak II,Q723181,http://www.wikidata.org/entity/Q723181,Meli-Shipak II,-1300-01-01T00:00:00Z,-1200-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q381947,https://www.wikidata.org/wiki/Q381947,Menua,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Menua,Menua,435,Menua,Q381947,http://www.wikidata.org/entity/Q381947,Menua,-0900-01-01T00:00:00Z,-0785-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q14488671,king of Urartu,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q356505,https://www.wikidata.org/wiki/Q356505,Merodach-baladan2,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Marduk-apla-iddina II,Merodach-baladan2,543,Marduk-apla-iddina II,Q356505,http://www.wikidata.org/entity/Q356505,Marduk-apla-iddina II,-0800-01-01T00:00:00Z,-0760-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q721444,https://www.wikidata.org/wiki/Q721444,Mes-KALAM-du,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Meskalamdug,Mes-KALAM-du,291,Meskalamdug,Q721444,http://www.wikidata.org/entity/Q721444,Meskalamdug,-2600-01-01T00:00:00Z,-2600-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,111,Mes-KALAM-du,,Q721444,,Q13649246,,,,,,,"Mes-KALAM-du: ""111"",",57,RIME 1,1.13.3,385,Mes-KALAM-du,1,UR,,,,Q721444,disambiguation needed,,disambiguation needed,Mes-KALAM-du E1.13.3 / 385,1.13.3 / 385
,Q120446135,https://www.wikidata.org/wiki/Q120446135,Mes-kigal,2,y,,Meskigal II | Meskigala | Mes-ki-gal-la,ruler (ensí) of Adab during the Old Akkadian Period (ca. 2340-2200 BC),different from Meskigal (should be written Meskigal II),NULL,NULL,NULL,,,,,,,,,,,,,,,Mes-kigal,154,Meskigal,Q96392705,http://www.wikidata.org/entity/Q96392705,Meskigal,,,,,,,,,,,,,Q6581097,,,,,,,,,,149,*Meskigal,,,,Q13649246,,,,,,,"*Meskigal: ""149"",",102,RIME 2,2.9.1,253,Mes-kigal,2,ADAB,,,,,disambiguation needed,,should be Meskigal II (needs Wikidata entry),Mes-kigal E2.9.1 / 253,2.9.1 / 253
,Q385862,https://www.wikidata.org/wiki/Q385862,Mesalim,10,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Mesilim,Mesalim,248,Mesilim,Q385862,http://www.wikidata.org/entity/Q385862,Mesilim,,,,,,,http://www.wikidata.org/entity/Q854642,Lugal,,,,,Q6581097,,,,,,,,,,81,Me-silim,,Q385862,,Q13649246,,,,,,,"Me-silim: ""81"",",16,RIME 1,1.8.1,69,Me-silim,1,KIS,,,,Q385862,,,RULERS WITH THE TITLE “KING OF KIS” WHOSE DYNASTIC AFFILIATIONS ARE UNKNOWN,Me-silim E1.8.1 / 69,1.8.1 / 69
,Q845747,https://www.wikidata.org/wiki/Q845747,Mesannepada,11,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Mesannepada,Mesannepada,460,Mesannepada,Q845747,http://www.wikidata.org/entity/Q845747,Mesannepada,,-2524-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,113,Mes-Ane-pada,,Q845747,,Q13649246,,,,,,,"Mes-Ane-pada: ""113"",",59,RIME 1,1.13.5,391,Mes-Ane-pada,1,UR,,,,Q845747,,,,Mes-Ane-pada E1.13.5 / 391,1.13.5 / 391
,Q721444,https://www.wikidata.org/wiki/Q721444,Meskalamdu,5,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Meskalamdug,Meskalamdu,73,Meskalamdug,Q721444,http://www.wikidata.org/entity/Q721444,Meskalamdug,-2600-01-01T00:00:00Z,-2600-01-01T00:00:00Z,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2393735,https://www.wikidata.org/wiki/Q2393735,Meskiagnun,2,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Meskiangnana,Meskiagnun,537,Meskiangnana,Q2393735,http://www.wikidata.org/entity/Q2393735,Meskiangnana,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q96392705,https://www.wikidata.org/wiki/Q96392705,Meskigal,3,,,,,same as Meskigalla,NULL,NULL,NULL,,,,,,,,,,,,,,Meskigal,Meskigal,556,Meskigal,Q96392705,http://www.wikidata.org/entity/Q96392705,Meskigal,,,,,,,,,,,,,Q6581097,,,,,,,,,,265,Mes-kigala,,,,Q13649246,,,,disambiguation needed,,,"Mes-kigala: ""265"",",9,RIME 1,1.1.9,33,Mes-kigala,1,ADAB,,,,Q96392705,disambiguation needed,Meskigal & Meskigalla,disambiguation needed,Mes-kigala E1.1.9 / 33,1.1.9 / 33
